Wavelength,Excitation,Emission
605,0,84.56798902
606,0,83.90632455
607,0,83.16123393
608,0,82.1658565
609,0,80.2748221
610,0,78.70157432
611,0,77.46937195
612,0,76.50525966
613,0,75.92059695
614,0,74.57612715
615,0,73.24305656
616,0,71.83736472
617,0,70.52601617
618,0,69.01197403
619,0,67.43744531
620,0,66.61327058
621,0,64.93154976
622,0,62.84625753
623,0,61.93864538
624,0,60.74232149
625,0,60.1901045
626,0,59.6114034
627,0,58.12736689
628,0,57.28746007
629,0,56.39064648
630,0,55.59056827
631,0,54.5042306
632,0,53.17643504
633,0,52.21227238
634,0,50.80610213
635,0,49.94786105
636,0,49.02668462
637,0,48.08088147
638,0,47.12901653
639,0,46.09409083
640,0,45.41368618
641,0,44.09471305
642,0,43.37776355
643,0,42.32801607
644,0,41.39117865
645,0,40.62757842
646,0,39.2446411
647,0,38.67057323
648,0,37.79022608
649,0,36.97150701
650,0,35.89351346
651,0,35.20148206
652,0,34.77845662
653,0,34.02190795
654,0,33.03738766
655,0,33.12216313
656,0,32.3164455
657,0,31.84429739
658,0,30.93838169
659,0,30.13338251
660,0,29.513727
661,0,28.32776791
662,0,28.30357128
663,0,27.98492979
664,0,27.41333254
665,0,26.39626394
666,0,25.96263295
667,0,25.15647627
668,0,25.11774465
669,0,24.29479465
670,0,23.65903521
671,0,23.47854995
672,0,23.24171578
673,0,21.85867926
674,0,21.77386573
675,0,20.93670846
676,0,20.32492573
677,0,19.87557654
678,0,19.34209314
679,0,18.76606434
680,0,18.87879046
681,0,18.12834871
682,0,17.94535974
683,0,17.54790108
684,0,17.17395172
685,0,16.426248
686,0,16.48071491
687,0,16.01626407
688,0,16.26846456
689,0,15.66974061
690,0,15.2683289
691,0,14.80299329
692,0,14.72889731
693,0,14.39601911
694,0,14.2672307
695,0,14.10535626
696,0,13.44539264
697,0,13.20745737
698,0,13.07640564
699,0,12.48796967
700,0,12.29486825
701,0,12.23984428
702,0,12.1880613
703,0,11.766554
704,0,11.58387578
705,0,11.33968577
706,0,10.93696166
707,0,10.8550105
708,0,10.85346831
709,0,10.38053236
710,0,10.30953001
711,0,10.23953941
712,0,10.02511133
713,0,9.395312079
714,0,9.680386714
715,0,9.258393775
716,0,9.218925996
717,0,9.143961094
718,0,8.884230416
719,0,8.85395979
720,0,8.763207144
721,0,8.512221056
722,0,8.36806072
723,0,8.353441856
724,0,7.887108664
725,0,7.824366107
726,0,7.764475787
727,0,7.521316197
728,0,7.369119228
729,0,6.986011287
730,0,6.852659762
731,0,7.050708724
732,0,6.95056399
733,0,6.94409582
734,0,6.748589839
735,0,6.743800467
736,0,6.34398069
737,0,6.211635033
738,0,6.368645594
739,0,5.988798147
740,0,6.353666731
741,0,6.055601601
742,0,6.099910035
743,0,6.157389869
744,0,5.595423713
745,0,5.525087184
746,0,5.429329397
747,0,5.523430521
748,0,5.3701747
749,0,5.659742392
750,0,5.413261868
751,0,0
752,0,0
753,0,0
754,0,0
755,0,0
756,0,0
757,0,0
758,0,0
759,0,0
760,0,0
761,0,0
762,0,0
763,0,0
764,0,0
765,0,0
766,0,0
767,0,0
768,0,0
769,0,0
770,0,0
771,0,0
772,0,0
773,0,0
774,0,0
775,0,0
776,0,0
777,0,0
778,0,0
779,0,0
780,0,0
781,0,0
782,0,0
783,0,0
784,0,0
785,0,0
786,0,0
787,0,0
788,0,0
789,0,0
790,0,0
791,0,0
792,0,0
793,0,0
794,0,0
795,0,0
796,0,0
797,0,0
798,0,0
799,0,0
800,0,0
801,0,0
802,0,0
803,0,0
804,0,0
805,0,0
806,0,0
807,0,0
808,0,0
809,0,0
810,0,0
811,0,0
812,0,0
813,0,0
814,0,0
815,0,0
816,0,0
817,0,0
818,0,0
819,0,0
820,0,0
821,0,0
822,0,0
823,0,0
824,0,0
825,0,0
826,0,0
827,0,0
828,0,0
829,0,0
830,0,0
831,0,0
832,0,0
833,0,0
834,0,0
835,0,0
836,0,0
837,0,0
838,0,0
839,0,0
840,0,0
841,0,0
842,0,0
843,0,0
844,0,0
845,0,0
846,0,0
847,0,0
848,0,0
849,0,0
850,0,0
851,0,0
852,0,0
853,0,0
854,0,0
855,0,0
856,0,0
857,0,0
858,0,0
859,0,0
860,0,0
861,0,0
862,0,0
863,0,0
864,0,0
865,0,0
866,0,0
867,0,0
868,0,0
869,0,0
870,0,0
871,0,0
872,0,0
873,0,0
874,0,0
875,0,0
876,0,0
877,0,0
878,0,0
879,0,0
880,0,0
881,0,0
882,0,0
883,0,0
884,0,0
885,0,0
886,0,0
887,0,0
888,0,0
889,0,0
890,0,0
891,0,0
892,0,0
893,0,0
894,0,0
895,0,0
896,0,0
897,0,0
898,0,0
899,0,0
900,0,0
901,0,0
902,0,0
903,0,0
904,0,0
905,0,0
906,0,0
907,0,0
908,0,0
909,0,0
910,0,0
911,0,0
912,0,0
913,0,0
914,0,0
915,0,0
916,0,0
917,0,0
918,0,0
919,0,0
920,0,0
921,0,0
922,0,0
923,0,0
924,0,0
925,0,0
926,0,0
927,0,0
928,0,0
929,0,0
930,0,0
931,0,0
932,0,0
933,0,0
934,0,0
935,0,0
936,0,0
937,0,0
938,0,0
939,0,0
940,0,0
941,0,0
942,0,0
943,0,0
944,0,0
945,0,0
946,0,0
947,0,0
948,0,0
949,0,0
950,0,0
951,0,0
952,0,0
953,0,0
954,0,0
955,0,0
956,0,0
957,0,0
958,0,0
959,0,0
960,0,0
961,0,0
962,0,0
963,0,0
964,0,0
965,0,0
966,0,0
967,0,0
968,0,0
969,0,0
970,0,0
971,0,0
972,0,0
973,0,0
974,0,0
975,0,0
976,0,0
977,0,0
978,0,0
979,0,0
980,0,0
981,0,0
982,0,0
983,0,0
984,0,0
985,0,0
986,0,0
987,0,0
988,0,0
989,0,0
990,0,0
991,0,0
992,0,0
993,0,0
994,0,0
995,0,0
996,0,0
997,0,0
998,0,0
999,0,0
